"AVOID_MAN_CD","BODY_TYPE","COMM_VEH","CRN","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","OWNER_DRIVER","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","PARTIAL_VIN","VINA_BODY_TYPE_CD"
"","09","N","2021012750","1","3","","3","11","U","","","99","1","","3","00","N","999","","","2","05","99","17","07","","1","01","",""
"","04","N","2021030564","2","1","","3","10","Y","HYUN","2017","01","1","","4","00","E","999","0","","1","01","03","16","01","PA","2","01","5NPD84LF3HH","P4D"
"","15","N","2021015518","1","1","","1","06","Y","NISS","2014","01","1","","1","00","N","000","0","","2","01","05","03","01","PA","2","06","JN8AS5MV4EW","T4W"
"","51","N","2021011113","3","1","","1","02","Y","CHEV","2015","01","1","","1","00","S","010","","","1","01","03","12","01","PA","1","04","1GCVKSECXFZ","T4C"
"","40","N","2021022610","3","1","","5","11","Y","HOND","2007","01","1","","1","46","N","035","0","","2","01","08","01","01","PA","2","07","5FNRL38647B","TSV"
"","28","N","2021027656","3","1","","1","11","U","KAWK","2013","02","1","","1","41","N","050","","","1","01","04","01","03","PA","1","02","JKAEX8A19DD","MRC"
"","04","N","2021016972","1","1","","1","06","Y","LEXS","2015","01","1","","1","00","W","999","0","","3","01","05","01","01","PA","2","01","JTHCF1D25F5","P4D"
"","69","N","2021008135","3","1","","2","12","Y","CHEV","2019","01","1","","1","00","N","020","0","","1","01","05","11","04","TX","1","01","3GCPYCEF6KG","T"
"","20","N","2021022305","3","1","","3","12","Y","YAMA","2000","01","1","","1","41","W","999","0","","1","01","05","04","98","PA","1","02","JYAVP07EXYA","MRS"
"","04","N","2021028679","3","3","","3","01","Y","MERZ","2013","99","1","","1","00","N","999","0","","1","01","05","19","08","PA","0","01","WDDGF8AB1DG","P4D"
"","04","N","2021002870","3","1","","1","01","Y","CHEV","2013","01","1","","1","00","E","035","","","1","01","07","01","01","PA","1","01","1G11B5SA5DF","P4D"
"","15","N","2021012454","2","1","","3","12","Y","CHEV","2016","01","1","","1","00","N","999","0","","1","01","12","02","01","PA","1","06","2GNFLFEKXG6","T4W"
"","51","Y","2021030945","1","1","","1","06","Y","KW","2007","02","1","","1","00","S","005","0","","2","01","99","01","03","PA","2","05","1NKDLU0X67J","TCC"
"","04","N","2021026348","3","1","","1","12","Y","BUIC","2014","01","1","","4","00","N","030","0","","1","01","07","16","01","PA","1","01","1G4PR5SK3E4","P4D"
"","69","N","2021010661","1","1","","2","08","Y","FORD","2019","02","2","","3","00","S","999","0","","2","01","03","17","01","PA","2","01","1FD8W3HT5KE","T"
"","15","N","2021005308","1","1","","2","04","Y","JEEP","2016","01","1","","1","00","E","999","0","","3","01","05","01","09","PA","1","01","1C4NJRFB7GD","T4W"
"","69","N","2021020624","3","1","","3","11","Y","RAM","2020","02","1","","3","49","E","035","0","","1","01","03","17","12","PA","1","07","3C6TRVBG6LE","T"
"","51","N","2021029044","3","1","","1","01","Y","FORD","1997","02","2","","1","00","W","015","0","","1","01","08","12","07","PA","2","04","1FTCR15U5VT","TPC"
"","69","N","2021016505","2","1","","1","09","Y","FORD","2018","01","1","","1","00","W","999","0","","2","01","02","12","01","PA","2","06","1FMCU9J91JU","T"
"","41","N","2021022483","3","1","","1","01","Y","GMC","2007","01","1","","1","46","S","999","0","","2","01","03","01","03","PA","1","07","1GTFG15X171","TCG"
"","15","N","2021019185","1","1","","3","11","Y","FORD","2011","01","2","","3","00","N","999","0","","2","01","04","02","01","PA","2","06","1FMCU9D76BK","T4W"
"","04","N","2021046143","1","1","","1","06","Y","NISS","2003","01","2","","1","00","N","999","0","","1","01","08","01","06","PA","2","01","JN1DA31A23T","P4D"
"","15","N","2021018303","2","1","","1","01","Y","TOYT","2013","01","1","","1","00","W","010","0","","1","01","12","12","01","PA","1","06","JTMRFREV2DD","T4W"
"","","N","2021003487","","","","","00","","","","","0","","1","00","","","0","","3","51","99","01","03","","0","99","",""
"","15","N","2021024180","3","1","","2","01","Y","NISS","2016","01","1","","1","00","W","035","0","","1","01","07","01","01","PA","1","06","JN8AT2MT7GW","T4W"
"","04","N","2021023122","3","1","","2","02","Y","TOYT","2011","02","1","","1","00","W","999","0","","2","01","07","01","01","PA","2","01","4T1BF3EK2BU","P4D"
"","05","N","2021018214","3","1","","5","01","Y","FORD","2016","01","1","","1","00","W","055","","","2","01","05","01","01","PA","1","01","1FADP3K23GL","P4H"
"","04","N","2021001050","3","1","","3","11","Y","HYUN","2015","02","2","","1","00","E","020","0","","1","01","07","10","09","PA","0","01","KMHDH4AEXFU","P4D"
"","73","Y","2021021481","1","1","","3","11","Y","CCC","2008","08","1","","1","00","W","999","0","","1","01","03","01","01","PA","1","05","1CYCCM5878T","TTB"
"","15","N","2021030498","3","1","","2","11","Y","KIA","2015","01","1","","1","00","S","999","0","","1","01","05","01","01","PA","1","01","5XYKTDA65FG","T4W"
"","09","N","2021018503","2","1","","2","02","Y","VOLK","2020","02","1","","1","00","E","999","0","","2","01","07","01","03","PA","2","01","1VWSA7A32LC","P"
"","15","N","2021007310","3","1","","1","12","N","DODG","2016","02","1","","1","46","W","999","1","","1","01","05","01","01","PA","1","07","3C4PDCBB6GT","T4W"
"","51","N","2021028126","1","1","","1","06","Y","HOND","2009","01","1","","1","00","E","045","","","2","01","03","01","03","PA","2","04","5FPYK16409B","TCW"
"","04","N","2021021457","3","1","","1","12","Y","CHEV","2005","01","1","","4","00","S","999","0","","1","01","07","16","07","PA","1","01","1G1ND52FX5M","P4D"
"","69","N","2021010630","2","1","","3","12","Y","FORD","2018","08","1","","3","02","E","999","0","","1","01","03","17","01","PA","0","06","1FM5K8ARXJG","T"
"","09","N","2021009930","2","2","","3","11","Y","MAZD","2019","","0","","1","00","","000","0","","2","02","03","06","09","TX","2","06","JM1DKFB73K0","P"
"","04","N","2021024631","3","1","","1","12","Y","FORD","2015","01","1","","1","00","N","999","0","","1","01","03","01","01","PA","1","01","1FA6P0HD2F5","P4D"
"","03","N","2021029552","3","1","","1","05","Y","HYUN","2016","01","1","","1","00","E","045","0","","2","01","02","01","01","PA","2","01","KMHTC6AD2GU","P3P"
"","01","N","2021027257","3","1","","1","01","Y","CHRY","2006","01","1","","3","00","E","999","0","","1","01","07","17","09","PA","1","01","1C3EL55R06N","PCV"
"","69","N","2021003645","3","1","","1","01","U","KIA","2019","01","1","","1","00","E","035","0","","1","01","99","01","01","GA","1","06","5XYPG4A57KG","T"
"","15","N","2021013422","1","1","","1","05","Y","HYUN","2004","02","2","","1","00","N","999","0","","2","01","99","02","01","PA","2","01","KM8SC73D74U","T4W"
"","15","N","2021023982","3","1","","1","12","U","NISS","2015","01","1","","1","00","W","025","0","","1","01","01","01","01","PA","1","01","5N1AT2MV4FC","T4W"
"","69","N","2021007528","3","2","","9","08","Y","RAM","2021","","0","","9","00","","000","0","","2","02","02","06","01","TX","2","04","1C6SRFFT7MN","T"
"","09","N","2021033864","3","1","","1","10","Y","HOND","2021","01","1","","1","00","N","040","0","","2","01","05","01","01","PA","3","01","SHHFK7G48MU","P"
"","09","N","2021037744","3","1","","2","11","U","HOND","2019","01","1","","1","00","N","999","0","","2","01","05","01","07","PA","1","01","19XFC2F84KE","P"
"","51","N","2021054267","1","1","","1","01","Y","CHEV","2011","01","1","","1","00","S","999","0","","2","01","01","12","04","PA","1","01","1GCNKPE08BF","TPK"
"","69","N","2021010519","3","1","","1","05","Y","JEEP","2020","02","1","","1","00","E","020","","","2","01","05","01","03","PA","3","06","1C4PJMBX0LD","T"
"","69","N","2021005400","1","1","","1","11","Y","BUIC","2021","01","1","","1","00","N","999","0","","2","01","03","01","01","PA","2","01","KL4CJASB8MB","T"
"","04","N","2021019490","3","1","","1","11","Y","CHEV","2009","01","1","","1","00","W","999","0","","1","01","01","04","01","PA","1","01","2G1WB57NX91","P4D"
"","51","N","2021019441","3","1","","1","01","Y","HOND","2006","01","1","","4","00","S","999","0","","1","01","07","16","01","PA","0","04","2HJYK16406H","TCW"
"","05","N","2021033083","1","1","","2","06","Y","TOYT","2015","01","1","","1","00","W","999","0","","3","01","03","01","01","PA","2","01","JTDKDTB38F1","P4H"
"","04","N","2021034216","3","1","","1","14","Y","HOND","2012","01","1","","1","00","S","999","0","","2","01","03","01","06","PA","1","01","1HGCP2F67CA","P4D"
"","69","N","2021009401","1","1","","1","09","Y","PTRB","2020","98","1","","1","00","W","999","0","","2","01","03","12","01","PA","2","04","2NP2HM6X5LM","T"
"","15","N","2021058013","3","1","","1","12","Y","FORD","2014","02","4","","1","00","N","999","0","","1","01","01","01","01","OK","1","06","1FMCU0GX4EU","T4W"
"","15","N","2021018989","3","1","","1","12","Y","JEEP","2014","01","1","","1","00","S","999","0","","2","01","05","01","01","PA","3","06","1C4RJFAG6EC","T4W"
"","02","N","2021007369","3","1","","1","12","Y","HOND","2016","01","1","","1","00","N","999","0","","2","01","05","01","06","PA","1","01","2HGFC3B3XGH","PCP"
"","04","N","2021024903","2","1","","1","12","Y","MAZD","2010","01","1","","1","00","N","999","0","","1","01","12","10","98","PA","1","01","1YVHZ8CH0A5","P4D"
"","69","N","2021031230","2","1","","1","12","Y","CHEV","2020","01","1","","3","00","S","030","0","","2","01","02","17","01","WV","1","01","3GNCJLSB3LL","T"
"","15","N","2021033624","1","1","","1","06","Y","FORD","2017","01","4","","1","00","E","000","","","2","01","12","03","01","PA","2","06","1FMCU9GD9HU","T4W"
"","69","N","2021019437","1","2","","1","06","Y","NISS","2018","","0","","1","00","W","000","0","","3","02","01","06","01","PA","3","06","KNMAT2MVXJP","T"
"","51","N","2021038262","3","1","","1","11","Y","FORD","1996","02","2","","1","31","S","035","0","","1","01","01","01","01","PA","1","04","1FDJW35H1TE","TCH"
"","04","N","2021010725","3","1","","1","12","Y","CADI","2008","01","1","","1","00","N","035","0","","1","01","03","01","01","PA","1","01","1G6KD57Y68U","P4D"
"","69","N","2021033597","1","1","","1","06","Y","FORD","2018","01","1","","1","00","E","000","0","","2","01","03","03","01","PA","2","04","1FTEW1EG6JF","T"
"","04","N","2021040099","3","1","","1","01","N","CADI","2004","02","1","","1","00","E","045","","","1","01","12","01","03","PA","1","01","1G6DM577740","P4D"
"","06","N","2021010865","3","1","","1","99","N","SUBA","2000","01","1","","1","00","N","065","","","1","01","04","01","03","PA","1","06","4S3BH6657Y7","PSW"
"","15","N","2021008146","2","1","","3","03","Y","TOYT","2017","01","1","","1","00","E","030","0","","3","01","07","01","03","PA","2","06","2T3RFREV5HW","T4W"
"","04","N","2021015149","3","1","","3","07","N","DODG","2013","01","1","","1","00","E","999","0","","1","01","07","01","01","PA","1","01","1C3CDZAG6DN","P4D"
"","69","N","2021032811","1","1","","2","12","Y","NISS","2019","02","1","","1","49","E","030","0","","1","01","03","99","01","FL","1","07","1N6BF0KM3KN","T"
"","15","N","2021034569","3","1","","1","11","Y","JEEP","2015","01","1","","1","00","S","060","0","","2","01","03","01","03","PA","2","06","1C4RJFBG6FC","T4W"
"","69","N","2021032224","0","1","","1","06","Y","SUBA","2019","01","1","","1","00","S","999","0","","1","01","09","14","98","PA","1","01","4S4BSABC1K3","T"
"","51","N","2021039640","2","1","","1","12","Y","CHEV","2017","02","1","","1","00","S","999","","","1","01","07","01","01","PA","1","01","1GCVKSEC5HZ","T4C"
"","15","N","2021038417","3","1","","1","11","Y","FORD","2013","01","1","","1","00","E","999","0","","1","01","07","01","01","PA","1","06","2FMDK4KC7DB","T4W"
"","51","N","2021025927","3","1","","4","11","Y","FORD","2006","02","1","","1","00","N","025","0","","1","01","12","01","01","PA","1","04","1FTPW14V56F","TCW"
"","69","N","2021026620","1","1","","1","12","Y","FORD","2019","02","1","","4","47","N","015","0","","2","01","03","16","01","PA","1","07","1FTYR2ZM1KK","T"
"","09","N","2021014909","3","1","","2","12","Y","CHEV","2020","01","1","","3","00","E","999","0","","2","01","05","17","06","PA","1","01","1G1105S32LU","P"
"","09","N","2021009259","1","1","","1","06","Y","NISS","2020","01","1","","1","00","E","999","0","","3","01","05","02","03","CA","2","01","JN1BJ1CWXLW","P"
"","04","N","2021002940","2","1","","3","12","Y","TOYT","2001","01","1","","1","00","S","999","0","","1","01","03","01","01","PA","1","01","2T1BR12E01C","P4D"
"","04","N","2021030422","3","4","","1","12","Y","MERC","2010","99","3","","1","00","N","999","0","","2","01","03","01","01","PA","1","01","3MEHM0JA4AR","P4D"
"","04","N","2021006812","3","1","","2","12","Y","HOND","2000","02","1","","1","00","W","070","0","","1","01","04","04","07","PA","1","01","1HGCG5671YA","P4D"
"","04","N","2021006450","3","1","","3","12","Y","VOLK","2010","01","3","","3","00","S","999","0","","1","01","01","17","01","PA","1","01","3VWJX7AJXAM","P4D"
"","69","N","2021035990","3","1","","1","11","Y","LEXS","2018","01","1","","1","00","S","999","0","","2","01","05","01","02","GA","1","06","2T2BZMCA9JC","T"
"","15","N","2021021351","3","1","","1","10","Y","CHEV","2016","01","1","","4","00","S","999","","","1","01","03","16","03","PA","1","06","2GNALCEKXG1","T4W"
"","69","N","2021022347","1","1","","1","06","Y","CHEV","2020","01","1","","1","00","W","001","","","3","01","10","98","06","PA","2","04","1GCGTCEN1L1","T"
"","51","N","2021010334","3","1","","1","12","Y","FORD","2016","01","1","","4","00","S","999","0","","1","01","02","15","01","PA","0","04","1FTEX1EP5GF","T4C"
"","09","N","2021005265","2","1","","1","05","Y","FORD","2020","03","1","","1","00","S","000","0","","1","01","01","03","01","OH","2","01","1FATP8UHXL5","P"
"","04","N","2021046316","3","1","","3","12","Y","CHEV","2009","01","1","","1","00","N","999","0","","1","01","01","01","01","PA","1","01","1G1ZG57B394","P4D"
"","41","N","2021013814","0","3","","1","00","U","DODG","2008","01","1","","1","46","N","030","","","1","01","02","15","01","PA","0","07","1D8HN44H38B","TES"
"","04","N","2021004004","3","1","","1","01","N","FORD","2000","01","1","","1","00","E","055","","","1","01","08","01","01","PA","1","01","1FAFP5329YA","P4D"
"","04","N","2021035725","3","1","","1","02","Y","PONT","2004","02","1","","1","00","W","999","0","","2","01","05","01","01","PA","2","01","1G2NF52EX4M","P4D"
"","69","N","2021056913","3","1","","1","12","Y","CHRY","2010","01","2","","1","46","W","999","0","","2","01","07","01","01","PA","2","07","2A4RR5D15AR","T"
"","04","N","2021027579","1","1","","5","12","Y","TOYT","2014","01","1","","4","00","W","005","","","3","01","07","02","01","WV","2","01","2T1BURHE7EC","P4D"
"","41","N","2021014202","3","1","","1","12","Y","FORD","2016","02","1","","1","00","S","005","0","","1","01","03","09","02","PA","1","04","NM0LS7F78G1","TCG"
"","69","N","2021002383","1","1","","3","10","Y","HOND","2020","01","1","","4","00","W","999","0","","1","01","01","15","01","PA","1","06","7FARW2H8XLE","T"
"","04","N","2021010226","2","1","","2","09","Y","HOND","2017","01","1","","1","00","N","020","0","","1","01","05","14","98","PA","0","01","19XFC2F63HE","P4D"
"","04","N","2021041001","3","1","","1","09","Y","HOND","2008","02","1","","1","00","E","999","0","","1","01","07","01","01","PA","3","01","2HGFA16518H","P4D"
"","09","N","2021008261","2","1","","1","12","Y","FORD","2016","01","1","","1","00","W","030","0","","4","01","05","01","01","OH","1","01","99999999999",""
"","15","N","2021039565","3","2","","1","11","Y","TOYT","2014","","0","","1","00","N","000","0","","4","02","02","06","11","PA","2","01","5TDDKRFH8ES","T4W"
"","04","N","2021035720","1","1","","1","01","Y","PONT","2004","01","1","","1","00","W","999","0","","2","01","01","12","05","PA","1","01","2G2WP522341","P4D"
"","09","N","2021001773","3","1","","1","07","Y","NISS","2017","01","1","","1","00","N","999","0","","2","01","07","12","01","PA","2","01","1N4AL3AP0HN","P"
"","05","N","2021018131","3","1","","1","12","Y","HYUN","2017","02","1","","1","00","E","055","0","","1","01","05","01","06","PA","1","01","KMHCT5AE0HU","P4H"
"","69","N","2021007487","3","1","","1","01","Y","HOND","2020","01","1","","1","00","W","999","0","","1","01","02","01","01","PA","1","01","2HKRW2H21LH","T"
"","04","N","2021024498","3","1","","1","12","Y","NISS","2013","02","2","","1","00","S","999","0","","1","01","05","01","03","PA","1","01","1N4AL3AP6DC","P4D"
"","40","N","2021028495","3","1","","1","03","Y","TOYT","2012","01","1","","1","46","N","999","0","","1","01","05","12","04","PA","1","07","5TDDK3DC2CS","TSV"
"","51","N","2021019361","2","4","","1","10","Y","FORD","2015","02","1","","1","00","S","999","","","1","05","12","01","01","PA","1","04","1FTFW1EG0FF","TCW"
"","09","N","2021003033","3","1","","3","01","Y","VOLK","2017","02","5","","3","00","W","045","0","","1","01","05","17","01","PA","1","01","3VWDB7AJ9HM","P"
"","15","N","2021025329","2","1","","1","06","Y","JEEP","2015","01","1","","1","00","W","020","","","2","01","03","01","01","PA","3","06","1C4PJMBB9FW","T4W"
"","02","N","2021025812","1","1","","1","12","Y","TOYT","2001","01","1","","1","00","S","020","0","","2","01","07","01","01","PA","1","01","2T1CG22P21C","PCP"
"","15","N","2021019081","3","1","","1","11","Y","CHEV","2012","02","1","","1","00","W","999","","","1","01","12","01","03","PA","1","06","3GNAL3E59CS","T4W"
"","15","N","2021005335","3","1","","2","12","Y","KIA","2017","01","1","","3","00","N","999","0","","1","01","02","17","03","PA","1","06","KNDPMCACXH7","T4W"
"","69","N","2021025530","3","1","","3","01","Y","CADI","2011","02","2","","1","00","S","030","","","2","01","09","01","04","PA","2","06","3GYFNEEY0BS","T"
"","04","N","2021021812","2","1","","1","06","Y","NISS","2014","01","1","","1","00","N","030","","","2","01","05","01","03","PA","2","01","1N4AL3AP6EC","P4D"
"","04","N","2021017634","3","1","","2","05","Y","FORD","2011","01","1","","1","00","S","999","0","","2","01","05","02","01","PA","2","01","3FAHP0HA8BR","P4D"
"","04","N","2021010223","2","2","","3","11","N","NISS","2013","","0","","1","00","","000","0","","4","02","05","06","08","PA","2","01","3N1AB7AP9DL","P4D"
"","51","N","2021024779","3","1","","1","12","Y","CHEV","2008","01","1","","1","00","S","070","","","1","01","02","01","03","PA","1","04","1GCEK19J78Z","T4C"
"","15","N","2021000491","1","1","","2","12","Y","SUBA","2015","01","1","","1","00","S","010","0","","2","01","07","01","03","PA","1","06","JF2SJADC9FH","T4W"
"","69","N","2021016557","3","1","","1","99","Y","RAM","2019","01","1","","1","00","N","030","","","1","01","11","01","03","PA","1","04","1C6RR7LG4KS","T"
"","04","N","2021003144","2","4","","1","09","U","FORD","2012","99","1","","1","","E","999","0","","1","05","07","98","03","","1","01","1FAHP2EW7CG","P4D"
"","09","N","2021012750","3","1","","2","11","Y","KIA","2019","03","2","","4","00","S","025","0","","1","01","05","16","03","MD","2","01","3KPA24AB6KE","P"
"","69","Y","2021030564","0","1","","2","10","Y","FORD","2019","02","1","","3","00","W","999","0","","2","01","04","17","01","LA","1","05","1FT7W2BTXKE","T"
"","69","N","2021004768","3","1","","1","12","Y","BUIC","2018","01","1","","1","00","W","999","0","","1","01","03","01","01","TX","1","06","KL4CJESB1JB","T"
"","15","N","2021011096","3","1","","1","01","Y","CHEV","2017","01","1","","1","00","W","035","0","","1","01","05","01","03","PA","1","01","1GNKVHKD8HJ","T4W"
"","09","N","2021009758","3","1","","5","10","Y","SUBA","2019","01","1","","1","00","W","020","0","","2","01","07","01","06","TX","2","01","4S3GKAA68K3","P"
"","","Y","2021027740","3","1","","1","01","N","MACK","","02","1","","1","00","E","999","0","","1","01","03","01","01","","1","12","",""
"","04","N","2021019606","1","1","","1","06","Y","HYUN","2012","02","1","","1","00","W","999","0","","2","01","05","01","03","PA","2","01","KMHDH4AE8CU","P4D"
"","","Y","2021002661","1","1","","2","09","Y","MACK","2009","02","1","","1","00","S","999","0","","1","01","01","01","01","PA","2","18","",""
"","09","N","2021011759","2","1","","1","12","Y","NISS","2018","01","1","","1","00","S","999","0","","1","01","12","01","01","PA","1","01","3N1CN7AP0JL","P"
"","02","N","2021026329","3","3","","1","12","Y","FORD","2006","02","1","","1","00","N","999","0","","1","01","02","10","01","PA","1","01","1ZVFT80N065","PCP"
"","15","N","2021003489","1","1","","3","12","Y","SUBA","2017","02","1","","4","00","N","999","0","","1","01","05","16","08","PA","1","06","JF2GPABC0HH","T4W"
"","02","N","2021023922","3","1","","1","11","Y","HOND","2010","01","1","","1","00","N","060","","","1","01","12","01","03","PA","0","01","2HGFG1B84AH","PCP"
"","04","N","2021029218","1","1","","1","01","Y","SUZI","2012","02","4","","1","00","W","999","0","","2","01","02","01","01","PA","1","01","JS2RF9A11C6","P4D"
"","15","N","2021016918","3","1","","1","01","Y","JEEP","2007","02","1","","1","00","W","999","0","","2","01","02","01","01","PA","2","06","1J8GR48K97C","T4W"
"","15","N","2021013033","1","1","","1","04","Y","MITS","2015","02","1","","1","00","S","999","0","","1","01","01","01","03","PA","1","01","4A4AR4AU0FE","T4W"
"","69","N","2021005738","1","1","","1","06","Y","HINO","2018","02","1","","1","00","E","999","","","3","01","03","02","03","PA","2","04","5PVNE8JM3J4","T"
"","04","N","2021020624","2","2","","3","05","Y","DODG","2003","","0","","3","00","","000","0","","2","02","05","06","01","PA","3","01","1B3ES56C13D","P4D"
"","15","N","2021029307","2","1","","3","12","Y","JEEP","2010","01","1","","1","00","W","040","0","","1","01","07","01","03","PA","1","06","1J4PN2GK8AW","T4W"
"","15","N","2021014858","9","2","","2","10","U","SCIO","","","0","","4","00","S","000","0","","3","02","03","06","01","FL","2","01","","T4W"
"","15","N","2021010632","3","1","","3","08","Y","FORD","2004","01","2","","4","00","E","999","0","","1","01","08","16","01","GA","1","06","1FMPU15L94L","T4W"
"","04","N","2021019702","3","3","","1","99","U","TOYT","2005","","1","","1","00","U","999","0","","1","05","07","01","98","PA","1","01","2T1BR30E55C","P4D"
"","04","N","2021015257","1","1","","3","07","Y","TOYT","2017","01","1","","1","00","E","999","0","","7","01","07","01","03","PA","2","01","4T1BD1FKXHU","P4D"
"","15","N","2021015165","3","2","","2","07","U","BUIC","2005","","0","","1","00","E","000","0","","2","02","12","06","01","PA","2","06","3G5DB03E15S","T4W"
"","51","Y","2021010138","2","1","","1","10","Y","MACK","2015","01","1","","1","08","E","015","0","","2","01","10","01","03","PA","2","05","1M2AX07C1FM","TCC"
"","15","N","2021025925","3","1","","1","01","Y","VOLV","2017","01","1","","1","00","E","999","0","","2","01","07","01","01","PA","2","06","YV449MRR5H2","T4W"
"","04","N","2021021272","3","3","","3","10","N","STRN","2000","01","1","","1","00","N","050","0","","1","01","07","19","13","PA","1","01","1G8ZH5286YZ","P4D"
"","04","N","2021016842","2","1","","3","06","Y","KIA","2014","01","1","","1","00","S","999","0","","2","01","05","02","03","PA","2","01","KNAFK4A69E5","P4D"
"","09","N","2021017017","2","3","","1","12","U","","","99","1","","1","00","S","999","0","","2","05","12","01","01","","1","01","",""
"","69","N","2021022526","1","1","","5","05","Y","JEEP","2021","01","1","","4","00","E","005","0","","1","01","07","14","98","PA","1","06","1C4HJXEG1MW","T"
"","04","N","2021030498","3","1","","2","05","Y","TOYT","2012","01","1","","1","00","S","999","0","","2","01","01","02","01","PA","2","01","4T1BF1FKXCU","P4D"
"","69","N","2021005475","1","1","","3","11","Y","FORD","2019","07","2","","4","03","W","999","0","","1","01","03","16","01","PA","1","06","1FM5K8AR1KG","T"
"","69","Y","2021007310","1","1","","1","06","Y","PTRB","2019","01","1","","1","00","W","999","0","","2","01","03","02","01","PA","2","05","1NPCXPEX9KD","T"
"","75","Y","2021023908","3","1","","1","12","Y","VOLV","2015","02","2","","1","21","S","045","1","","1","01","02","01","01","ON","1","05","4V4NC9EH8FN","TTR"
"","28","N","2021028477","1","1","","3","11","Y","HOND","2006","02","1","","1","41","W","035","0","","2","01","10","01","01","PA","1","02","JH2PC37036M","MRC"
"","04","N","2021027624","3","1","","1","12","Y","BUIC","2004","01","1","","1","00","N","040","","","1","01","07","01","01","PA","1","01","1G4HP52K844","P4D"
"","","","2021002484","","","","","","","","","","1","","","","","","","","1","31","","","","","2","","",""
"","51","N","2021024631","1","1","","1","06","Y","GMC","2016","01","1","","1","00","N","000","0","","2","01","02","03","01","PA","2","04","1GT01REG8GZ","TPK"
"","69","N","2021028525","3","1","","1","11","Y","FORD","2019","01","4","","1","00","S","035","0","","2","01","02","01","03","PA","1","01","1FTEW1EP4KF","T"
"","09","N","2021015266","3","1","","2","12","Y","NISS","2019","01","1","","3","00","N","999","0","","1","01","05","17","01","PA","1","01","1N4BL4CV3KC","P"
"","15","N","2021004368","1","1","","2","06","Y","FORD","2017","01","2","","1","00","E","000","0","","3","01","01","03","03","PA","2","06","1FMCU9GD1HU","T4W"
"","15","N","2021013422","1","1","","1","11","Y","TOYT","2011","02","1","","1","00","N","999","0","","1","01","99","01","01","PA","1","06","2T3BF4DV2BW","T4W"
"","69","Y","2021020727","3","1","","1","10","Y","GILG","2020","02","1","","1","00","N","999","0","","1","01","02","99","01","PA","2","03","15GGD2710L3","T"
"","15","N","2021015212","2","1","","3","11","Y","MERZ","2011","02","1","","1","00","W","999","","","1","01","07","01","13","PA","1","01","4JGBF7BE6BA","T4W"
"","04","N","2021007002","3","1","","1","12","N","VOLV","2007","01","1","","1","00","W","020","","","1","01","05","01","03","PA","1","01","YV1RH592072","P4D"
"","04","N","2021037288","3","1","","1","06","Y","HOND","2016","02","2","","1","00","S","010","0","","1","01","01","10","02","PA","2","01","19XFC1F35GE","P4D"
"","51","N","2021056171","1","1","","3","05","Y","FORD","2011","01","1","","1","00","W","025","0","","1","01","03","12","04","PA","2","04","1FT7X2B63BE","T4C"
"","51","N","2021010519","3","1","","1","11","Y","CHEV","2016","02","1","","1","00","E","040","","","1","01","03","01","03","PA","1","04","1GB3KYCG7GZ","TCB"
"","15","N","2021022318","3","1","","1","12","Y","CHEV","2017","01","1","","1","00","W","020","0","","1","01","02","08","01","PA","1","06","1GNKVGKD5HJ","T4W"
"","15","N","2021021021","3","1","","2","11","Y","HYUN","2007","01","2","","1","00","W","999","0","","1","01","07","01","01","PA","2","06","5NMSH73E87H","T4W"
"","51","N","2021042756","1","1","","1","06","Y","FORD","2017","01","1","","1","00","N","999","0","","1","01","01","01","03","PA","2","01","1FTEW1EP0HF","TCW"
"","04","N","2021017731","3","1","","1","11","Y","CHEV","2006","02","1","","1","00","W","045","0","","1","01","09","15","01","PA","1","01","1G1AM58BX67","P4D"
"","04","N","2021031383","3","1","","3","12","U","HYUN","2010","01","2","","1","00","S","025","0","","1","01","07","01","07","PA","1","01","KMHDU4AD5AU","P4D"
"","04","N","2021025654","3","1","","1","09","Y","CHEV","2009","01","1","","1","00","S","005","","","2","01","02","01","01","PA","2","01","2G1WT57N391","P4D"
"","69","N","2021031442","3","1","","3","05","Y","HOND","2020","03","1","","1","46","W","999","0","","3","01","12","01","03","PA","0","07","5FNRL6H23LB","T"
"","04","N","2021015499","3","1","","3","12","Y","TOYT","2015","01","1","","1","00","E","999","0","","1","01","05","01","01","PA","0","01","2T1BURHE9FC","P4D"
"","09","N","2021005403","3","2","","3","07","Y","FORD","2019","","0","","1","00","W","000","0","","2","02","07","06","01","PA","2","01","3FA6P0CD6KR","P"
"","02","N","2021015425","3","1","","3","03","Y","FORD","2010","01","4","","1","00","W","999","0","","1","01","01","01","06","OH","1","01","1ZVBP8AN0A5","PCP"
"","04","N","2021029889","3","1","","1","12","Y","LINC","2010","01","1","","1","00","E","999","0","","1","01","07","01","01","PA","2","01","3LNHL2GC1AR","P4D"
